"RecordedDate","ResponseId","Participant.ID","Current.classes","Current.classes_4_TEXT","Previous.classes","Previous.classes_4_TEXT","OS","OS_4_TEXT","Computer.age","Laptop.issues","EssayProduceAGraph","EssayLearningR","EssayRBenefits","Age","Gender","Race","Ethnicity","Major","Academic.standing","Categories_1","Categories_2","Categories_3","Categories_4","High.school.math","High.school.particip","R.use.1_1","R.use.2_1","Anxiety.1_1","Anxiety.1_2","Anxiety.2_1","Anxiety.2_2","Computing.programs.1_1","Computing.programs.1_2","Computing.programs.1_3","Computing.programs.1_4","Computing.programs.2_1","Computing.programs.2_2","Computing.programs.2_3","Computing.programs.2_4","R.skills.1_1","R.skills.1_2","R.skills.1_3","R.skills.1_4","R.skills.1_5","R.skills.1_6","R.skills.1_7","R.skills.1_8","R.skills.1_9","R.skills.1_10","R.skills.2_1","R.skills.2_2","R.skills.2_3","R.skills.2_4","R.skills.2_5","R.skills.2_6","R.skills.2_7","R.skills.2_8","R.skills.2_9","R.skills.2_10","Math.skills.1_1","Math.skills.1_2","Math.skills.1_3","Math.skills.1_4","Math.skills.1_5","Math.skills.1_6","Math.skills.1_7","Math.skills.1_8","Math.skills.2_1","Math.skills.2_2","Math.skills.2_3","Math.skills.2_4","Math.skills.2_5","Math.skills.2_6","Math.skills.2_7","Math.skills.2_8","External.help_1","External.help_2","External.help_3","Perseverance","Computer.savviness","Effort","Engagement","Future.classes.1_1","Future.classes.2_1","Job.search","Dream.job","Foundational","PopEco","Quant","Found_current","Advanced_current","Advanced_previous","took_advanced_concurrent","took_R_before_advanced","group_5","group_3","group_4","Anxiety_pre","Anxiety_post","Math_skills_pre","Math_skills_post","Computing_pre","Computing_post","Anxiety_change","Math_skills_change","Computing_change","class_number"
"12/2/24 16:35","R_7j0tuo3edNUOfSN","22660ef5","Quantitative Wildlife Ecology (WIS 4601)","","Other","n/a","Mac","","4 - 6 years old","Never","I would use R over posit cloud and probably use base R directions to create a graph depending on the data that I need to visualize. If the graph was more complicated I would probably use gg plot in posit cloud. ","Learning how to code with R probably is the biggest challenge. I don't have technological challenges but just understanding the language R uses was probably the biggest challenge. Luckily, I have some coding experience going into this that I have accumulated throughout my education. ","Being technologically savvy in a world/field that is becoming more and more tech heavy. Very helpful to have these skills under my belt when entering the workforce. ","22","Male","White or Caucasian","No","Wildlife Ecology and Conservation","Senior","No","No","No","No","Yes","No",1,5,3,2,2,2,1,3,1,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,1,3,4,4,4,4,1,3,3,3,2,2,2,3,3,4,4,4,4,4,4,4,4,"4","4","3","2","2","4","4","3","4","5","4",0,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,"Quant or Pop Eco","Quant and/or Pop Eco only","Advanced only",3.5,4,2.625,4,1,3.25,0.5,1.375,2.25,1
"12/2/24 11:11","R_5KYQ5vqa3zKn83L","24ef6bbc","Introduction to Wildlife Population Ecology (WIS 4501)","","Quantitative Wildlife Ecology (WIS 4601),Other","FAS4911","Windows","","0 - 2 years old","Rarely","I would create the graph in R, specifically using the ggplot package to make it neater and faster to create.","Memorization. I often forget what commands mean and struggle to type out long lines of code without the help of a reference or the internet. Once I start, I can code for a while, but sometimes I become stumped due to forgetting commands or formatting.","I haven't used other programming languages and have only worked in R, so I cannot compare R to other programs, but I find the interface relatively easy to understand and use.","22","Non-binary","White or Caucasian","Yes","Marine Science","Senior","No","No","No","No","Yes","No",5,5,4,4,3,4,3,4,1,1,4,NA,1,1,3,3,3,2,2,3,2,4,3,2,4,3,4,3,2,4,2,5,3,2,4,4,3,3,2,3,2,3,4,5,4,3,3,3,3,4,"4","5","4","3","5","4","4","4","4","5","4",0,1,1,FALSE,TRUE,TRUE,FALSE,FALSE,"Quant and Pop Eco","Quant and/or Pop Eco only","Advanced only",2,2.5,3,3.625,2.91666666666667,3.41666666666667,0.5,0.625,0.5,1
"4/11/24 12:31","R_8cEQXgT2aLmP3W1","24ef6bbc","Quantitative Wildlife Ecology (WIS 4601),Other","Supervised Research (FAS4911)","","","Windows","","0 - 2 years old","Never","I would format the data into R studio and make sure it was correctly loaded. Then I would examine the data to see which type of graph would fit best. Lastly, I would create my graph using the ggplot2 package because I believe that ggplot is much easier to use for graph creation than base R.","My biggest issue is memorization. I find it hard to remember what commands do what or I forget certain commands and I'm forced to look up guides online all the time. Of course, there's nothing wrong with using the internet for help, but I think having better memorization skills will just make my learning process much faster and make my coding abilities faster too.","I think R studio is more beneficial because it holds your hand and provides more guidance than standard R. I've never used other programming languages. Hence, it's hard to compare R to other languages. Still, between the two versions of R I've tried I think the extra help provided by R studio is extremely nice, especially for a beginner like myself.","21","Non-binary","White or Caucasian","Yes","Marine Science","Junior","No","No","No","No","Yes","No",5,5,4,5,3,4,3,4,1,1,3,4,1,1,3,3,3,1,2,3,2,3,3,1,4,4,4,1,2,4,3,4,3,1,4,4,4,3,2,1,2,2,4,5,4,4,3,2,2,3,"4","5","2","4","4","4","4","3","4","5","3",0,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,"Quant and Pop Eco","Quant and/or Pop Eco only","Advanced only",1.5,2.5,2.75,3.375,2.66666666666667,3.16666666666667,1,0.625,0.5,2
"12/3/24 8:41","R_7iVdaMFeMRD2d2q","30e0cd63","Computational Problem Solving in Wildlife Ecology Using R (WIS 4934)","","Quantitative Wildlife Ecology (WIS 4601)","","Windows","","2 - 4 years old","Rarely","R or python","It is crucial to comprehend the reasoning and arguments presented in the background.","It is easy to plot in a customized way.","30","Female","Asian","No","Forest Resource and Conservation","Senior","No","No","No","No","Yes","Yes",5,5,1,3,1,2,4,4,3,3,4,4,4,4,5,5,5,4,4,4,5,5,4,4,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,"4","5","5","6","4","2","3","4","4","5","5",1,0,1,TRUE,FALSE,TRUE,FALSE,FALSE,"Foundational and Quant or Pop Eco","Foundational and an advanced course","None",4,4.5,4.75,4.875,4.5,4.75,0.5,0.125,0.25,1
"12/2/24 19:23","R_3XM624W6VM230KB","328dda81","Computational Problem Solving in Wildlife Ecology Using R (WIS 4934),Quantitative Wildlife Ecology (WIS 4601)","","Other","None before","Mac","","2 - 4 years old","Rarely","Using R
1) Download necessary data
2) View data and make sure there are no errors
3) Depending on what type of info we are needing to display would determine the graph I chose: plot(), hist(), barplot() 
4) Then I would make sure the correct data is selected for x and y axis, include a title, label my axis, include a legend and figure caption. ","None in particular. 
","Using R can be an amazing skill to use for future careers when dealing with statistics, probabilities, data, graphs, and math.  Programming is a unique language and shows that I’m adaptable to learning complex skills. ","20","Female","White or Caucasian","Yes","Wildlife Ecology and Conservation","Junior","No","No","No","No","Yes","Yes",1,5,3,3,1,1,1,3,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,4,4,2,5,5,3,2,2,2,1,1,1,1,1,3,4,3,3,4,4,3,4,"3","2","4","4","4","4","5","2","5","5","4",1,0,1,TRUE,TRUE,FALSE,TRUE,FALSE,"Foundational and Quant or Pop Eco","Foundational and an advanced course","Foundational concurrent with advanced",3,5,1.375,3.5,1,4.25,2,2.125,3.25,1
"12/4/24 7:45","R_14aVoIx8oZL1wnT","38321992","Quantitative Wildlife Ecology (WIS 4601)","","Computational Problem Solving in Wildlife Ecology Using R (WIS 4934)","","Mac","","2 - 4 years old","Rarely","I would use R to produce graphs, much easier than microsoft or google and if you make mistakes it is easy to notice.","Trying to answer more of the complex coding questions instead of starting with the basics","many job opportunities in the future","21","Female","White or Caucasian","No","Marine Science","Senior","No","No","No","No","No","No",4,5,4,4,2,3,2,2,1,1,3,2,1,1,3,3,2,2,2,3,2,3,2,2,5,4,3,2,3,4,4,5,3,2,3,3,2,2,2,2,2,2,4,5,3,3,4,3,3,4,"4","5","3","3","3","4","4","5","5","5","5",1,0,1,FALSE,TRUE,FALSE,FALSE,TRUE,"Foundational and Quant or Pop Eco","Foundational and an advanced course","Foundational before advanced",2,3.5,2.25,3.625,2.5,3.58333333333333,1.5,1.375,1.08333333333333,1
"12/17/25 15:43","R_3vZiUFJdan8L98t","3865c186","Computational Problem Solving in Wildlife Ecology Using R (WIS 4934),Introduction to Wildlife Population Ecology (WIS 4501)","","Quantitative Wildlife Ecology (WIS 4601)","","Windows","","4 - 6 years old","Rarely","","","","","","","","","","","","","","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",1,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,"Foundational, Quant, and Pop Eco","Foundational and an advanced course","Foundational concurrent with advanced",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"12/2/25 8:45","R_1qeUzjNACx1WjAb","398f5a9b","Computational Problem Solving in Wildlife Ecology Using R (WIS 4934)","","Other","none","Windows","","2 - 4 years old","Never","Through R, I would input the data into a project, then use a plot() function to create a graph. I would use various arguments to create labels, add color, and any other keys that I would want. ","There is a lot of language to learn, and it can be hard to know exactly what code to use in what exact order to make it run properly. Even a simple mistake can mess up the entire thing. ","I feel better prepared to handle data I get from field work, as well as more experienced and equipped for research. ","20","Female","White or Caucasian","No","Wildlife Ecology and Conservation ","Junior","No","No","No","No","I'm not sure","No",1,4,4,3,3,3,NA,2,1,1,NA,2,1,1,1,1,2,1,1,2,1,2,3,1,3,3,4,3,3,3,2,4,3,3,2,3,1,2,3,3,3,2,2,3,1,2,3,3,3,3,"3","3","3","3","2","3","4","1","3","4","3",1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,"Foundational only","Foundational only","Foundational only",2.5,3,2.375,2.5,1.45454545454545,3.18181818181818,0.5,0.125,1.72727272727273,1
"4/11/24 12:16","R_2xHAeFsrQg2oZfb","3d22f136","Quantitative Wildlife Ecology (WIS 4601)","","","","Windows","","2 - 4 years old","Rarely","Typically, I would make a graph in Excel, since the program easily allows for one to construct a graph from a table. However, since I have been using R, I've found that it is also helpful for constructing graphs, which are typically done using a function that pulls data from a table. ","I do not feel that there are many major challenges for me in learning R, I would say there may be certain knowledge gaps since I am still in the process of really learning how to use the program for statistical purposes.","One benefit from using R is that it may help me in future careers, especially those related to studying wildlife populations, since R is an excellent tool for modeling wildlife populations and running statistical tests on those populations.  ","22","Male","White or Caucasian","No","Wildlife Ecology and Conservation","Senior","Yes","","","","Yes","Yes",3,4,3,3,2,2,2,3,1,1,3,3,1,1,2,2,2,1,1,2,2,3,2,1,4,3,4,1,3,4,3,4,3,1,3,2,2,1,1,1,2,2,4,3,3,3,3,3,3,3,"4","4","4","4","3","3","4","1","3","4","3",0,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,"Quant or Pop Eco","Quant and/or Pop Eco only","Advanced only",3,4,1.75,3.125,1.91666666666667,3.08333333333333,1,1.375,1.16666666666667,1
"4/17/24 19:20","R_2Rgf36jx4CKB2Hf","419e0d23","Computational Problem Solving in Wildlife Ecology Using R (WIS 4934),Other","Introduction to Conservation Genetics (WIS 3553C)","","","Windows","","0 - 2 years old","Never","If asked to do so today, I would produce a graph for a lab report or presentation using R by importing the necessary dataset into the program, installing appropriate packages and loading libraries, and then organizing the data in a manner that would allow me to use functions such as 'plot' to visualize the data. I would also add a chart title, axes titles, and adjust the ranges of the axes as needed, as well as add a caption.","One challenge that I feel stands in my way for learning R is consistent practice in order to truly learn how to use the program rather than simply memorize how to complete certain assignments. In addition, I believe there will likely be ""imperfect"" cases that I may struggle to problem-solve at first. In other words, there will be a need to troubleshoot issues that were not encountered in the homework assignments.","There are many benefits that I see coming from using R or other programming languages, such as being able to interpret and work with data more efficiently as well as being to share work and problem-solve with others. It can be a great way to visualize and manage larger sets of data.","","","","","","","","","","","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,"Foundational only","Foundational only","Foundational only",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"4/12/24 7:45","R_7OoS00UCkalOwXr","44391174","Quantitative Wildlife Ecology (WIS 4601)","","","","Windows","","2 - 4 years old","Never","You would make the data set into a variable.  Then depending in what graph, you would run the function and add the necessary add ons. ","I do not have any challenges with learning R","R is so useful when creating population models and predicting populations. ","18","Male","White or Caucasian","No","Wildlife ecology and conservation","Senior","Yes","","","","I'm not sure","No",2,5,5,3,2,2,1,3,1,2,4,3,1,2,1,1,1,1,1,1,1,1,1,1,4,3,3,3,4,4,3,3,4,4,3,3,2,1,1,1,1,1,3,4,3,3,3,2,3,3,"5","3","4","5","3","3","4","2","4","5","3",0,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,"Quant or Pop Eco","Quant and/or Pop Eco only","Advanced only",2,4,1.625,3,1.08333333333333,3.66666666666667,2,1.375,2.58333333333333,1
"4/10/24 13:15","R_6vHYVwYH9zK77CF","4f500035","Computational Problem Solving in Wildlife Ecology Using R (WIS 4934)","","","","Windows","","2 - 4 years old","Rarely","After creating a data frame or vector of my data in R, I would use functions such as plot(), hist(), scatter(), etc. to create my graph, depending on what type of graph I am trying to produce. ","The most challenging part is not having ample resources that I understand. Having the lectures from this course and a professor or TA to ask questions are both very valuable resources. Without them, figuring out code would be much harder in some instances. ","R is a great language to organize, analyze, and visually display data. If I ever conduct any research of my own, I would definitely choose R over other data analysis tools such as excel. ","21","Female","White or Caucasian","No","Marine Science","Junior","No","No","No","Yes","Yes","Yes",1,5,3,3,1,2,1,4,1,1,4,4,1,2,1,1,1,1,1,1,1,NA,1,1,5,4,4,4,4,4,4,5,4,4,3,3,3,2,3,3,3,3,3,4,3,3,3,4,4,4,"2","4","3","2","4","3","4","3","4","5","4",1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,"Foundational only","Foundational only","Foundational only",3,4.5,2.875,3.5,1,4.25,1.5,0.625,3.25,1
"4/10/24 13:19","R_5Fgr5aeaA8z050Z","5432ef61","Computational Problem Solving in Wildlife Ecology Using R (WIS 4934)","","","","Mac","","0 - 2 years old","Never","If asked to produce a graph for a lab report, I would most likely use R or Microsoft excel, depending on the format of the data. I feel comfortable uploading data to R, and then turning it into a presentable graph with labeled axes, title, legend, and any other component necessary.","I feel like it is sometimes hard to figure out the best way to organize my R code, but as long as I keep my mind to it and use resources available like lectures, cheat sheets, and the internet I will be able to figure things out.","I see major benefits when it comes to applying for internships and jobs, as well as for my professional career when I will be doing data analysis. Learning R has been worth the time and effort in this class.","22","Male","White or Caucasian","Yes","Wildlife Ecology and Conservation","Senior","No","No","No","Yes","Yes","No",1,4,4,3,2,2,2,3,1,1,3,4,1,1,2,2,2,1,1,2,1,2,1,1,4,3,4,2,3,4,4,4,3,2,3,4,2,2,2,1,3,2,4,4,3,3,4,2,3,4,"3","4","4","3","3","4","4","3","5","5","3",1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,"Foundational only","Foundational only","Foundational only",2.5,4,2.375,3.375,1.5,3.33333333333333,1.5,1,1.83333333333333,1
