StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Participant ID,Current classes,Current classes_4_TEXT,Q35,Q35_4_TEXT,OS,OS_4_TEXT,Computer age,Laptop issues,Q30,Q31,Q32,R use#1_1,R use#2_1,Anxiety#1_1,Anxiety#1_2,Anxiety#2_1,Anxiety#2_2,Computing programs#1_1,Computing programs#1_2,Computing programs#1_3,Computing programs#1_4,Computing programs#2_1,Computing programs#2_2,Computing programs#2_3,Computing programs#2_4,R skills#1_1,R skills#1_2,R skills#1_3,R skills#1_4,R skills#1_5,R skills#1_6,R skills#1_7,R skills#1_8,R skills#1_9,R skills#1_10,R skills#2_1,R skills#2_2,R skills#2_3,R skills#2_4,R skills#2_5,R skills#2_6,R skills#2_7,R skills#2_8,R skills#2_9,R skills#2_10,Math skills#1_1,Math skills#1_2,Math skills#1_3,Math skills#1_4,Math skills#1_5,Math skills#1_6,Math skills#1_7,Math skills#1_8,Math skills#2_1,Math skills#2_2,Math skills#2_3,Math skills#2_4,Math skills#2_5,Math skills#2_6,Math skills#2_7,Math skills#2_8,External help_1,External help_2,External help_3,Perseverance,Computer savviness,Effort,Engagement,Future classes#1_1,Future classes#2_1,Job search,Dream job,Age,Gender,Race,Ethnicity,Major,Academic standing,Categories_1,Categories_2,Categories_3,Categories_4,High school math,High school particip
2024-04-09 08:19:30,2024-04-09 08:32:35,IP Address,38.48.108.54,100,785,True,2024-04-09 08:32:36,R_27lLXDTc6hVZ8yO,,,,,30.5179,-87.2253,anonymous,EN,"I consent, begin the study",4c6f5a48,Other,Linear models Ag and Natural Resources (ALS6502C,,,Windows,,2 - 4 years old,Rarely,"Plotting histograms, box plots or scatter plots of the residuals after running your model by using gg plot package in R",Not being able to overcome some errors.,"It's easy to use R, and everything can be done. ",Neutral,Very likely,High anxiety,High anxiety,Low anxiety,Moderate anxiety,Moderately proficient,,No proficiency,No proficiency,Moderately proficient,,No proficiency,No proficiency,Very proficient,Moderately proficient,Moderately proficient,Slightly proficient,Moderately proficient,Moderately proficient,Slightly proficient,Moderately proficient,Moderately proficient,Slightly proficient,Very proficient,Moderately proficient,Very proficient,Moderately proficient,Moderately proficient,Moderately proficient,Slightly proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately comfortable,Moderately comfortable,Moderately comfortable,2 - 7 hours,Moderately technologically proficient,Very high effort,Moderately engaged,Moderately interested,Moderately interested,Very helpful,Moderately interested,37,Female,Prefer not to say,No,Entomology,Graduate degree program,,,Yes,,No,
2024-04-09 08:18:25,2024-04-09 08:32:59,IP Address,128.227.219.138,100,873,True,2024-04-09 08:33:00,R_3gokBKQFdkbsOgV,,,,,29.6138,-82.386,anonymous,EN,"I consent, begin the study",35215186,Other,ALS6502C,,,Windows,,2 - 4 years old,Rarely,"The first program in which I think to create a graph is excel, I find the pivot table and graphs very useful. The next program I can use is R. It could be more complicated but with the right code, the graphs are very explanatory","I don't want to learn R through memorize codes. I want to understand how to interpret or what kind of model to use for specific data. Also, sometimes the error in R are frustrating, due to different versions of the packages or something in the codes","It is the correct way to analyze data and present results. It is very powerful tool if we want to publish ",Somewhat likely,Very likely,Moderate anxiety,Very low anxiety,Low anxiety,Very low anxiety,Moderately proficient,Very proficient,Slightly proficient,Slightly proficient,Very proficient,Very proficient,Slightly proficient,Slightly proficient,Extremely proficient,Moderately proficient,Moderately proficient,Slightly proficient,Moderately proficient,Very proficient,Slightly proficient,Moderately proficient,Moderately proficient,Slightly proficient,Extremely proficient,Very proficient,Very proficient,Moderately proficient,Very proficient,Very proficient,Moderately proficient,Very proficient,Very proficient,Moderately proficient,Moderately proficient,Extremely proficient,Extremely proficient,Very proficient,Very proficient,Very proficient,Moderately proficient,Slightly proficient,Very proficient,Extremely proficient,Extremely proficient,Extremely proficient,Very proficient,Very proficient,Very proficient,Moderately proficient,Slightly comfortable,Very comfortable,Moderately comfortable,2 - 7 hours,Moderately technologically proficient,Moderate effort,Extremely engaged,Slightly interested,Very interested,Extremely helpful,Moderately interested,31,Female,Other,Yes,Entomology,Graduate degree program,No,No,No,No,No,
2024-04-09 08:21:31,2024-04-09 08:33:17,IP Address,128.227.1.33,100,705,True,2024-04-09 08:33:17,R_1CeE72WmlYhZpDq,,,,,29.6138,-82.386,anonymous,EN,"I consent, begin the study",733d9b08,Other,ALS 6502C Linear Models in Agriculture and Natural Resources,,,Windows,,6+ years old,Sometimes,"I would take data outputs from R (ex. emmeans function) and create a table in excel, then use that table to create graphs. In my field, simple bar graphs are the gold standard. Making graphs in R is complicated, but it is very easy in excel.","A lot of the resources for getting help on R is very technical, even the package pages themselves. It feels very much like it was intended for statisticians and not average researchers.",R is open source and free. So there is a lot of support available.,Very likely,Very likely,High anxiety,Very high anxiety,Low anxiety,Moderate anxiety,Slightly proficient,Very proficient,No proficiency,No proficiency,Moderately proficient,Very proficient,No proficiency,No proficiency,Extremely proficient,Extremely proficient,Slightly proficient,No proficiency,Moderately proficient,Moderately proficient,Slightly proficient,Slightly proficient,Moderately proficient,No proficiency,Extremely proficient,Extremely proficient,Moderately proficient,No proficiency,Very proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,No proficiency,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Slightly proficient,No proficiency,Slightly proficient,Very proficient,Very proficient,Moderately proficient,Very proficient,Very proficient,Moderately proficient,Very proficient,Very proficient,Extremely proficient,Very comfortable,Slightly comfortable,Slightly comfortable,1 - 2 hours,Moderately technologically proficient,Low effort,Moderately engaged,Moderately interested,Moderately interested,Extremely helpful,Not interested,28,Prefer not to say,White or Caucasian,No,Entomology,Graduate degree program,No,No,No,No,Yes,Yes
2024-04-09 08:19:26,2024-04-09 08:33:33,IP Address,104.28.94.164,100,847,True,2024-04-09 08:33:34,R_57HXSswlX5PeoId,,,,,29.1657,-82.1273,anonymous,EN,"I consent, begin the study",9c82128f,Other,ALS6502C,,,Windows,,2 - 4 years old,Rarely,"If the data is relatively simple to make a graph for I would use excel. If the data required a more complicated graph I would use R. ","Troubleshooting and remembering when and how to use specific commands in R to get results that are meaningful. ","It is more versatile and has a strong support group in the form of forums and packages. It is also free and constantly added upon. ",Very likely,Very likely,High anxiety,Very high anxiety,Moderate anxiety,High anxiety,Slightly proficient,Slightly proficient,No proficiency,Slightly proficient,Moderately proficient,Slightly proficient,No proficiency,Slightly proficient,Slightly proficient,No proficiency,Slightly proficient,No proficiency,No proficiency,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,No proficiency,Extremely proficient,Very proficient,Very proficient,Slightly proficient,Slightly proficient,Extremely proficient,Moderately proficient,Moderately proficient,Very proficient,Very proficient,No proficiency,Slightly proficient,Slightly proficient,Slightly proficient,No proficiency,No proficiency,No proficiency,No proficiency,Very proficient,Very proficient,Very proficient,Very proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately comfortable,Very comfortable,Moderately comfortable,30 minutes - 1 hour,Slightly technologically proficient,High effort,Very engaged,Not interested,Moderately interested,Extremely helpful,Slightly interested,24,Female,White or Caucasian,Yes,Entomology,Graduate degree program,No,No,No,No,I'm not sure,No
2024-04-09 08:18:29,2024-04-09 08:34:12,IP Address,50.236.56.170,100,942,True,2024-04-09 08:34:12,R_31X35qqhj1BGUPD,,,,,26.6414,-81.6977,anonymous,EN,"I consent, begin the study",fa3f08de,Other,ALS6502c,,,Windows,,4 - 6 years old,Rarely,"Using R, I would use ggplot to develop a plot and code in themes to better visualize the data. For example, jitterplot, B/W, etc.",Gaining the experience to learn all that R has to offer.,Very powerful and can generate statistical data/graphs to help evaluate your project.,Very unlikely,Very likely,Moderate anxiety,Low anxiety,Very low anxiety,Low anxiety,No proficiency,Moderately proficient,No proficiency,No proficiency,Moderately proficient,Moderately proficient,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,Very proficient,Very proficient,Moderately proficient,No proficiency,Moderately proficient,Moderately proficient,Slightly proficient,Moderately proficient,Very proficient,No proficiency,Slightly proficient,Slightly proficient,Slightly proficient,No proficiency,No proficiency,No proficiency,Slightly proficient,No proficiency,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Very proficient,Moderately proficient,Slightly proficient,Slightly comfortable,Moderately comfortable,Slightly comfortable,5 - 30 minutes,Very technologically proficient,Very high effort,Extremely engaged,Not interested,Moderately interested,Very helpful,Not interested,46,Male,"White or Caucasian,American Indian/Native American or Alaska Native",No,Entomology,Graduate degree program,No,Yes,Yes,No,Yes,No
2024-04-09 08:18:28,2024-04-09 08:37:43,IP Address,128.227.199.5,100,1154,True,2024-04-09 08:37:43,R_334Nm7be5SPQTrb,,,,,29.6138,-82.386,anonymous,EN,"I consent, begin the study",e699be6d,Other,ALS6502C Linear Models in Agriculture and Natural Resources,,,Windows,,2 - 4 years old,Rarely,"I used to use Excel, using simple arrangements. I feel confident to use R using the function ggplot for example. ","Myself, I struggle to understand stats and how to interpret data and fit the right model, which is why I take the more stats classes I can, using R or SAS","Better understanding of data interpretation and better results quality, more trustable. ",Very unlikely,Very likely,Very high anxiety,Very high anxiety,Moderate anxiety,Moderate anxiety,No proficiency,Slightly proficient,Slightly proficient,No proficiency,Moderately proficient,Slightly proficient,Slightly proficient,No proficiency,Slightly proficient,Slightly proficient,No proficiency,No proficiency,Slightly proficient,Slightly proficient,Slightly proficient,No proficiency,Slightly proficient,No proficiency,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately comfortable,Extremely comfortable,Very comfortable,2 - 7 hours,Slightly technologically proficient,Moderate effort,Extremely engaged,Moderately interested,Extremely interested,Extremely helpful,Very interested,29,Female,Asian,Yes,Entomology,Graduate degree program,No,No,No,No,No,
2024-04-09 08:21:52,2024-04-09 08:41:26,IP Address,70.171.3.46,100,1173,True,2024-04-09 08:41:26,R_3EDLcf2O6MbedE3,,,,,29.6138,-82.386,anonymous,EN,"I consent, begin the study",a0550c73,Other,ALS6502C - Linear Models Ag Nat Resc,,,Windows,,0 - 2 years old,Rarely,"I would use either R or Excel depending on the type of graph. If it was a boxplot, scatterplot, or graphing the means I would use R. I would make sure my data is cleaned and in a format that R could read (saved as a CSV to my jump drive). Then I would either use my laptop or the desktop at the lab to make an R file and save that to my jump drive as well. I would load in the data and use ggplot2 to make the plot. I would likely need to look up/review code to do so so I would either look at past code for other graphs I've made, or I would look at STHDA or another resource to find info on making basic plots in R. (I wish they had told me about STHDA in my stats class)","Translating the language - there are so many things you can do with it but when you first start out you cannot understand what is going on. ","Good reproducibility (easy to follow what you have done and do the same thing again). Lots of flexibility for making figures. Access to the most recent updates on statistical tests and models. ",Neutral,Very likely,Very high anxiety,High anxiety,Moderate anxiety,Moderate anxiety,Slightly proficient,Very proficient,No proficiency,Slightly proficient,Moderately proficient,Very proficient,No proficiency,Slightly proficient,Slightly proficient,Slightly proficient,No proficiency,No proficiency,Slightly proficient,Slightly proficient,No proficiency,Moderately proficient,Slightly proficient,No proficiency,Very proficient,Moderately proficient,Moderately proficient,Slightly proficient,Moderately proficient,Moderately proficient,Moderately proficient,Very proficient,Moderately proficient,No proficiency,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately comfortable,Moderately comfortable,Moderately comfortable,2 - 7 hours,Moderately technologically proficient,Moderate effort,Moderately engaged,Slightly interested,Moderately interested,Moderately helpful,Moderately interested,26,Female,White or Caucasian,No,Entomology,Graduate degree program,No,No,No,No,No,
2024-04-09 08:21:57,2024-04-09 08:42:24,IP Address,24.136.51.26,100,1226,True,2024-04-09 08:42:25,R_7N4SA3eCRDRIYOx,,,,,29.6959,-82.4042,anonymous,EN,"I consent, begin the study",57749d02,Other,ALS6502C - Linear Models Ag Nat Resc,,,Windows,,2 - 4 years old,Sometimes,I will be using ggplot in R to produce graph.,"Sometimes the codes does not work and there is error which I do not figure out. Like little errors which might not be able to find out without looking closely which could be just a comma or a period and the code does not. I feel I know less of R code and therefore the problem arises. I feel most of my challenges is because I might not have read the theories too well, the reason for using a particular code is very much necessary and I think that is one challenge I face, which is to some extend my fault. I feel it is very important to know R code and their usage rather than just see it as a software for running a bunch of codes through memorizing.","R can be wonderful, easy to analyze and plot data. A huge data can be analyzed in a minute. Randomization can be done and if we understand how to read the result, it makes life simple. Moreover, R is free and can be shared with people through the use of the working directory where people can work on it.",,Very likely,Moderate anxiety,Moderate anxiety,Low anxiety,Moderate anxiety,Slightly proficient,Moderately proficient,No proficiency,No proficiency,Very proficient,Very proficient,No proficiency,No proficiency,Very proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Slightly proficient,Moderately proficient,Moderately proficient,Very proficient,Very proficient,Very proficient,Moderately proficient,,Very proficient,Very proficient,Very proficient,Very proficient,Moderately proficient,Slightly proficient,Very proficient,Slightly proficient,No proficiency,No proficiency,No proficiency,Slightly proficient,No proficiency,Very proficient,Extremely proficient,Very proficient,Very proficient,Very proficient,Very proficient,Very proficient,Very proficient,Very comfortable,Moderately comfortable,Moderately comfortable,5 - 30 minutes,Moderately technologically proficient,Moderate effort,Very engaged,Moderately interested,Extremely interested,Extremely helpful,Very interested,32,Female,Asian,No,Wildlife Ecology and Conservation,Graduate degree program,No,No,No,No,Yes,No
2024-04-09 08:20:35,2024-04-09 08:48:00,IP Address,128.227.1.37,100,1644,True,2024-04-09 08:48:01,R_5aVjeUAi798zEVb,,,,,29.6138,-82.386,anonymous,EN,"I consent, begin the study",8aa8de92,Other,ALS6502C - Linear Models Ag Nat Resc,,,Windows,,2 - 4 years old,Sometimes,"If asked to provide a graph, I would use R-studio. I still require additional help from my peers and PI, but using R-studio is somewhat easier for me to use instead of the graph/chart generators in Excel or PowerPoint. ","Currently, I haven't had a lot of time to focus on my course work. My current class using R programing is very beneficial/structured, but I do not feel I have had enough time to dedicate towards understanding some of the concepts. ","I think once someone gets familiar with R, or other programming languages, they are able to do things faster (e.g., call in data from various sources, find specific data points, etc.) than they were before. I have observed some of my more code-experienced peers do some really complex analysis/data organization through R-studio.",Somewhat unlikely,Very likely,High anxiety,Very high anxiety,Moderate anxiety,High anxiety,No proficiency,Moderately proficient,No proficiency,No proficiency,Slightly proficient,Moderately proficient,No proficiency,No proficiency,Slightly proficient,Slightly proficient,Slightly proficient,No proficiency,No proficiency,No proficiency,No proficiency,Moderately proficient,No proficiency,No proficiency,Moderately proficient,Moderately proficient,Moderately proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Very proficient,Slightly proficient,No proficiency,Slightly proficient,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly comfortable,Very comfortable,Moderately comfortable,30 minutes - 1 hour,Moderately technologically proficient,Moderate effort,Slightly engaged,Moderately interested,Slightly interested,Extremely helpful,Moderately interested,25,Female,Other,Yes,Entomology,Graduate degree program,No,No,Yes,Yes,I'm not sure,No
2024-04-10 13:04:42,2024-04-10 13:11:30,IP Address,184.185.222.8,100,407,True,2024-04-10 13:11:30,R_73peVZh4La5o6Ft,,,,,29.6467,-82.3284,anonymous,EN,"I consent, begin the study",b004b996,Other,none,,,Mac,,2 - 4 years old,Rarely,"I would log in the data and use the plot function. ","It is memorization heavy. ","It is easier to build graphs or store data. ",Very unlikely,Neutral,Moderate anxiety,Moderate anxiety,Low anxiety,Moderate anxiety,No proficiency,Moderately proficient,No proficiency,No proficiency,Slightly proficient,Moderately proficient,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,Moderately proficient,Moderately proficient,Moderately proficient,Slightly proficient,Slightly proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Slightly proficient,Moderately proficient,Moderately proficient,Slightly proficient,Slightly proficient,Slightly proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Very comfortable,Very comfortable,Slightly comfortable,5 - 30 minutes,Slightly technologically proficient,Moderate effort,Moderately engaged,Moderately interested,Moderately interested,Slightly helpful,Not interested,20,Male,White or Caucasian,No,Wildlife Ecology,Junior,Yes,No,No,No,Yes,Yes
2024-04-10 13:04:12,2024-04-10 13:11:47,IP Address,107.122.105.113,100,455,True,2024-04-10 13:11:48,R_75sID0OkdTXb0Bq,,,,,26.1792,-80.1749,anonymous,EN,"I consent, begin the study",03729e35,Computational Problem Solving in Wildlife Ecology Using R (WIS 4934),,,,Windows,,0 - 2 years old,Sometimes,I would probably use ggplot in R,"The way R is taught in a lot of other classes, you’re given code to use, but it’s never fully explained. That’s been my biggest challenge in learning R, but this class helped a lot by starting with the basics",I feel like learning R in undergrad will help give me a leg up when I’m applying to graduate school. I also was able to get a job for post grad because I have experience working with coding,Somewhat likely,Very likely,High anxiety,Moderate anxiety,Moderate anxiety,Moderate anxiety,Slightly proficient,Moderately proficient,No proficiency,No proficiency,Moderately proficient,Moderately proficient,Slightly proficient,No proficiency,Moderately proficient,Slightly proficient,Slightly proficient,No proficiency,No proficiency,Slightly proficient,No proficiency,Moderately proficient,Slightly proficient,No proficiency,Very proficient,Moderately proficient,Very proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Very proficient,Moderately proficient,Slightly proficient,Moderately proficient,Moderately proficient,Moderately proficient,Slightly proficient,No proficiency,No proficiency,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Slightly proficient,Slightly proficient,Moderately proficient,Moderately proficient,Slightly comfortable,Slightly comfortable,Moderately comfortable,2 - 7 hours,Moderately technologically proficient,Moderate effort,Moderately engaged,Moderately interested,Very interested,Very helpful,Very interested,21,Female,White or Caucasian,No,Zoology,Senior,No,No,Yes,Yes,No,
2024-04-10 13:03:57,2024-04-10 13:12:14,IP Address,128.227.1.37,100,496,True,2024-04-10 13:12:14,R_3eW8VNnsLW6HeJX,,,,,29.6138,-82.386,anonymous,EN,"I consent, begin the study",e51ef7ce,Computational Problem Solving in Wildlife Ecology Using R (WIS 4934),,,,Windows,,0 - 2 years old,Never,"Create a vector of values, plot values using the best graph format for the data, use labels and heading for the axes","Mainly lack of motivation; I don't necessarily find myself uninterested in the material (I actually think it's pretty cool), I am just not the biggest fan of math generally and I found that bleeding into my participation/motivation a lot.",Better organization for projects needing code and more job opportunities; furthering education,Very unlikely,Very likely,Moderate anxiety,High anxiety,Low anxiety,Moderate anxiety,No proficiency,Very proficient,No proficiency,No proficiency,Moderately proficient,Very proficient,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,Extremely proficient,Very proficient,Extremely proficient,Slightly proficient,Moderately proficient,Extremely proficient,Moderately proficient,Extremely proficient,Extremely proficient,Moderately proficient,Extremely proficient,Extremely proficient,Moderately proficient,Extremely proficient,Moderately proficient,Very proficient,Very proficient,Moderately proficient,Extremely proficient,Extremely proficient,Moderately proficient,Extremely proficient,Moderately proficient,Very proficient,Very proficient,Very proficient,Slightly comfortable,Very comfortable,Very comfortable,30 minutes - 1 hour,Moderately technologically proficient,High effort,Slightly engaged,Slightly interested,Moderately interested,Very helpful,Not interested,21,Female,White or Caucasian,No,Wildlife Ecology and Conservation,Junior,Yes,No,Yes,No,Yes,Yes
2024-04-10 13:03:41,2024-04-10 13:12:25,IP Address,128.227.1.39,100,524,True,2024-04-10 13:12:25,R_7mlPrSGp8kidN95,,,,,29.6138,-82.386,anonymous,EN,"I consent, begin the study",69375565,Computational Problem Solving in Wildlife Ecology Using R (WIS 4934),,,,Windows,,0 - 2 years old,Rarely,"I would organize the data properly , then determine which kind of graph is most appropriate, then i would use that graphing function on the data, and specify any  titles, colors, labels that i want. ",Being stressed about other classes definitely got in the way of me having the time to really sit down and properly learn some of the concepts.,"They are definitely useful tools for carrying out very specific tasks. ",Very unlikely,Somewhat likely,High anxiety,Moderate anxiety,Low anxiety,Moderate anxiety,No proficiency,Slightly proficient,No proficiency,No proficiency,Slightly proficient,Moderately proficient,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Moderately proficient,Moderately proficient,Slightly proficient,Slightly proficient,Slightly proficient,No proficiency,Slightly proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Slightly comfortable,Moderately comfortable,Slightly comfortable,5 - 30 minutes,Slightly technologically proficient,Moderate effort,Slightly engaged,Moderately interested,Very interested,Slightly helpful,Moderately interested,23,Prefer not to say,Other,No,NRC,Junior,Yes,,,,Yes,No
2024-04-10 13:03:34,2024-04-10 13:12:26,IP Address,128.227.1.33,100,532,True,2024-04-10 13:12:26,R_2ZSuaQNPPfyTGgN,,,,,29.6138,-82.386,anonymous,EN,"I consent, begin the study",91165484,Computational Problem Solving in Wildlife Ecology Using R (WIS 4934),,,,Mac,,0 - 2 years old,Never,I would use one of the plot functions in R and change the necessary parameters for how I would like to present the data.,"Nothing really, other than just how much information there is out there. It can be hard to reduce this down to what is necessary for what I want to do since there is so much.",Programming is immensely important because computers can do things that the human brain cannot. This is important for things like processing large amounts of data or doing multiple tasks at once.,Somewhat likely,Very likely,Moderate anxiety,Moderate anxiety,Very low anxiety,Low anxiety,Slightly proficient,Moderately proficient,Slightly proficient,No proficiency,Very proficient,Moderately proficient,Very proficient,No proficiency,Moderately proficient,Slightly proficient,Moderately proficient,Slightly proficient,Moderately proficient,No proficiency,Moderately proficient,Very proficient,Moderately proficient,No proficiency,Extremely proficient,Extremely proficient,Extremely proficient,Extremely proficient,Extremely proficient,Extremely proficient,Extremely proficient,Extremely proficient,Extremely proficient,No proficiency,Moderately proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Very proficient,Very proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Very comfortable,Extremely comfortable,Extremely comfortable,2 - 7 hours,Very technologically proficient,Moderate effort,Moderately engaged,Extremely interested,Extremely interested,Extremely helpful,Extremely interested,28,Male,White or Caucasian,No,Biology,Senior,No,Yes,No,No,Yes,Yes
2024-04-10 13:04:26,2024-04-10 13:14:04,IP Address,128.227.1.39,100,578,True,2024-04-10 13:14:05,R_2OE9s8nyG0uWyv4,,,,,29.6138,-82.386,anonymous,EN,"I consent, begin the study",83352107,Computational Problem Solving in Wildlife Ecology Using R (WIS 4934),,,,Windows,,2 - 4 years old,Rarely,"Make sure that you have all of the correct data stored for the graph needed (vector, data frame, etc.) then use whichever graph function correlated to the type of graph you need (histogram, boxplot, etc.). Then use main, xlab, ylab to label your graph. Then make sure to use figure captions for the graph. ","I am not very good with technology, and I sometimes had trouble seeing where I went wrong in my code. ","It helps in the future when applying for jobs if you know a computer programming language. It helps in research which is a big part of the wildlife field. ",Somewhat unlikely,Very likely,High anxiety,Moderate anxiety,Low anxiety,Moderate anxiety,No proficiency,Moderately proficient,No proficiency,No proficiency,Moderately proficient,Moderately proficient,Slightly proficient,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,Very proficient,Very proficient,Very proficient,Very proficient,Very proficient,Very proficient,Moderately proficient,Very proficient,Very proficient,Moderately proficient,Slightly proficient,Moderately proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,No proficiency,Moderately proficient,Moderately proficient,Very proficient,Very proficient,Very proficient,Moderately proficient,Moderately proficient,Very proficient,Very proficient,Moderately comfortable,Moderately comfortable,Moderately comfortable,30 minutes - 1 hour,Slightly technologically proficient,Moderate effort,Moderately engaged,Moderately interested,Very interested,Very helpful,Moderately interested,19,Female,White or Caucasian,No,WEC,Sophomore,No,No,No,No,Yes,No
2024-04-10 13:03:47,2024-04-10 13:14:05,IP Address,128.227.14.146,100,618,True,2024-04-10 13:14:06,R_59unD0LAH6gHbYp,,,,,29.6138,-82.386,anonymous,EN,"I consent, begin the study",eab4aff7,Computational Problem Solving in Wildlife Ecology Using R (WIS 4934),,,,Mac,,2 - 4 years old,Sometimes,"If I were asked to produce a graph using R, I would utilize base R (however, I think it would be beneficial if we used ggplot as it is more often used). Based on the type of graph needed, I would call the function (barplot, hist, etc.). I would then either put in the arguments for the data (x,y variables) and add axis labels and a graph title. Once I edit the graph to my liking (i.e. adding abline, adding legends, etc.), I would save the graph as a file and then export it to my computer.","Some challenges I foresee are getting into the nitty gritty of the statistical side of R as well as data cleaning. I hope to continue learning the quantitative side of R, so that I can better navigate research questions in the future. I also foresee a challenge of 'the use it or lose it' prerogative; I imagine if fail to use R after this semester for an extended period of time, I may struggle to restart. ","Some clear benefits include the data visualization, statistical tools, and overall efficiency within the programming. ",Somewhat likely,Very likely,High anxiety,Low anxiety,Low anxiety,Low anxiety,Slightly proficient,Moderately proficient,No proficiency,Slightly proficient,Very proficient,Moderately proficient,No proficiency,Slightly proficient,Moderately proficient,Slightly proficient,Slightly proficient,No proficiency,No proficiency,Slightly proficient,Slightly proficient,Moderately proficient,No proficiency,No proficiency,Extremely proficient,Moderately proficient,Very proficient,Moderately proficient,Moderately proficient,Very proficient,Moderately proficient,Extremely proficient,Moderately proficient,Slightly proficient,Slightly proficient,Moderately proficient,Slightly proficient,No proficiency,No proficiency,No proficiency,Moderately proficient,Slightly proficient,Moderately proficient,Extremely proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Very proficient,Moderately proficient,Very comfortable,Extremely comfortable,Moderately comfortable,30 minutes - 1 hour,Moderately technologically proficient,Moderate effort,Moderately engaged,Very interested,Very interested,Extremely helpful,Extremely interested,22,Female,White or Caucasian,No,Marine Sciences,Senior,No,No,No,No,Yes,Yes
