StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Participant ID,Current classes,Current classes_4_TEXT,Q35,Q35_4_TEXT,OS,OS_4_TEXT,Computer age,Laptop issues,Q30,Q31,Q32,R use#1_1,R use#2_1,Anxiety#1_1,Anxiety#1_2,Anxiety#2_1,Anxiety#2_2,Computing programs#1_1,Computing programs#1_2,Computing programs#1_3,Computing programs#1_4,Computing programs#2_1,Computing programs#2_2,Computing programs#2_3,Computing programs#2_4,R skills#1_1,R skills#1_2,R skills#1_3,R skills#1_4,R skills#1_5,R skills#1_6,R skills#1_7,R skills#1_8,R skills#1_9,R skills#1_10,R skills#2_1,R skills#2_2,R skills#2_3,R skills#2_4,R skills#2_5,R skills#2_6,R skills#2_7,R skills#2_8,R skills#2_9,R skills#2_10,Math skills#1_1,Math skills#1_2,Math skills#1_3,Math skills#1_4,Math skills#1_5,Math skills#1_6,Math skills#1_7,Math skills#1_8,Math skills#2_1,Math skills#2_2,Math skills#2_3,Math skills#2_4,Math skills#2_5,Math skills#2_6,Math skills#2_7,Math skills#2_8,External help_1,External help_2,External help_3,Perseverance,Computer savviness,Effort,Engagement,Future classes#1_1,Future classes#2_1,Job search,Dream job,Age,Gender,Race,Ethnicity,Major,Academic standing,Categories_1,Categories_2,Categories_3,Categories_4,High school math,High school particip
2024-04-09 08:19:30,2024-04-09 08:32:35,0,38.48.108.54,100,785,1,2024-04-09 08:32:36,R_27lLXDTc6hVZ8yO,,,,,30.5179,-87.2253,anonymous,EN,1,4c6f5a48,4,Linear models Ag and Natural Resources (ALS6502C,,,2,,2,2,"Plotting histograms, box plots or scatter plots of the residuals after running your model by using gg plot package in R",Not being able to overcome some errors.,"It's easy to use R, and everything can be done. ",3,5,4,4,2,3,3,,1,1,3,,1,1,4,3,3,2,3,3,2,3,3,2,4,3,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,3,3,3,4,3,37,2,7,2,Entomology,7,,,1,,2,
2024-04-09 08:18:25,2024-04-09 08:32:59,0,128.227.219.138,100,873,1,2024-04-09 08:33:00,R_3gokBKQFdkbsOgV,,,,,29.6138,-82.386,anonymous,EN,1,35215186,4,ALS6502C,,,2,,2,2,"The first program in which I think to create a graph is excel, I find the pivot table and graphs very useful. The next program I can use is R. It could be more complicated but with the right code, the graphs are very explanatory","I don't want to learn R through memorize codes. I want to understand how to interpret or what kind of model to use for specific data. Also, sometimes the error in R are frustrating, due to different versions of the packages or something in the codes","It is the correct way to analyze data and present results. It is very powerful tool if we want to publish ",4,5,3,1,2,1,3,4,2,2,4,4,2,2,5,3,3,2,3,4,2,3,3,2,5,4,4,3,4,4,3,4,4,3,3,5,5,4,4,4,3,2,4,5,5,5,4,4,4,3,2,4,3,5,3,3,5,2,4,5,3,31,2,6,1,Entomology,7,2,2,2,2,2,
2024-04-09 08:21:31,2024-04-09 08:33:17,0,128.227.1.33,100,705,1,2024-04-09 08:33:17,R_1CeE72WmlYhZpDq,,,,,29.6138,-82.386,anonymous,EN,1,733d9b08,4,ALS 6502C Linear Models in Agriculture and Natural Resources,,,2,,4,3,"I would take data outputs from R (ex. emmeans function) and create a table in excel, then use that table to create graphs. In my field, simple bar graphs are the gold standard. Making graphs in R is complicated, but it is very easy in excel.","A lot of the resources for getting help on R is very technical, even the package pages themselves. It feels very much like it was intended for statisticians and not average researchers.",R is open source and free. So there is a lot of support available.,5,5,4,5,2,3,2,4,1,1,3,4,1,1,5,5,2,1,3,3,2,2,3,1,5,5,3,1,4,3,3,3,3,1,3,3,3,3,2,1,2,4,4,3,4,4,3,4,4,5,4,2,2,4,3,2,3,3,3,5,1,28,5,1,2,Entomology,7,2,2,2,2,1,1
2024-04-09 08:19:26,2024-04-09 08:33:33,0,104.28.94.164,100,847,1,2024-04-09 08:33:34,R_57HXSswlX5PeoId,,,,,29.1657,-82.1273,anonymous,EN,1,9c82128f,4,ALS6502C,,,2,,2,2,"If the data is relatively simple to make a graph for I would use excel. If the data required a more complicated graph I would use R. ","Troubleshooting and remembering when and how to use specific commands in R to get results that are meaningful. ","It is more versatile and has a strong support group in the form of forums and packages. It is also free and constantly added upon. ",5,5,4,5,3,4,2,2,1,2,3,2,1,2,2,1,2,1,1,2,2,2,2,1,5,4,4,2,2,5,3,3,4,4,1,2,2,2,1,1,1,1,4,4,4,4,3,3,3,3,3,4,3,3,2,4,4,1,3,5,2,24,2,1,1,Entomology,7,2,2,2,2,3,2
2024-04-09 08:18:29,2024-04-09 08:34:12,0,50.236.56.170,100,942,1,2024-04-09 08:34:12,R_31X35qqhj1BGUPD,,,,,26.6414,-81.6977,anonymous,EN,1,fa3f08de,4,ALS6502c,,,2,,3,2,"Using R, I would use ggplot to develop a plot and code in themes to better visualize the data. For example, jitterplot, B/W, etc.",Gaining the experience to learn all that R has to offer.,Very powerful and can generate statistical data/graphs to help evaluate your project.,1,5,3,2,1,2,1,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,1,3,3,2,3,4,1,2,2,2,1,1,1,2,1,3,3,3,3,3,4,3,2,2,3,2,2,4,5,5,1,3,4,1,46,1,"1,3",2,Entomology,7,2,1,1,2,1,2
2024-04-09 08:18:28,2024-04-09 08:37:43,0,128.227.199.5,100,1154,1,2024-04-09 08:37:43,R_334Nm7be5SPQTrb,,,,,29.6138,-82.386,anonymous,EN,1,e699be6d,4,ALS6502C Linear Models in Agriculture and Natural Resources,,,2,,2,2,"I used to use Excel, using simple arrangements. I feel confident to use R using the function ggplot for example. ","Myself, I struggle to understand stats and how to interpret data and fit the right model, which is why I take the more stats classes I can, using R or SAS","Better understanding of data interpretation and better results quality, more trustable. ",1,5,5,5,3,3,1,2,2,1,3,2,2,1,2,2,1,1,2,2,2,1,2,1,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,5,4,5,2,3,5,3,5,5,4,29,2,4,1,Entomology,7,2,2,2,2,2,
2024-04-09 08:21:52,2024-04-09 08:41:26,0,70.171.3.46,100,1173,1,2024-04-09 08:41:26,R_3EDLcf2O6MbedE3,,,,,29.6138,-82.386,anonymous,EN,1,a0550c73,4,ALS6502C - Linear Models Ag Nat Resc,,,2,,1,2,"I would use either R or Excel depending on the type of graph. If it was a boxplot, scatterplot, or graphing the means I would use R. I would make sure my data is cleaned and in a format that R could read (saved as a CSV to my jump drive). Then I would either use my laptop or the desktop at the lab to make an R file and save that to my jump drive as well. I would load in the data and use ggplot2 to make the plot. I would likely need to look up/review code to do so so I would either look at past code for other graphs I've made, or I would look at STHDA or another resource to find info on making basic plots in R. (I wish they had told me about STHDA in my stats class)","Translating the language - there are so many things you can do with it but when you first start out you cannot understand what is going on. ","Good reproducibility (easy to follow what you have done and do the same thing again). Lots of flexibility for making figures. Access to the most recent updates on statistical tests and models. ",3,5,5,4,3,3,2,4,1,2,3,4,1,2,2,2,1,1,2,2,1,3,2,1,4,3,3,2,3,3,3,4,3,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,2,3,3,3,26,2,1,2,Entomology,7,2,2,2,2,2,
2024-04-09 08:21:57,2024-04-09 08:42:24,0,24.136.51.26,100,1226,1,2024-04-09 08:42:25,R_7N4SA3eCRDRIYOx,,,,,29.6959,-82.4042,anonymous,EN,1,57749d02,4,ALS6502C - Linear Models Ag Nat Resc,,,2,,2,3,I will be using ggplot in R to produce graph.,"Sometimes the codes does not work and there is error which I do not figure out. Like little errors which might not be able to find out without looking closely which could be just a comma or a period and the code does not. I feel I know less of R code and therefore the problem arises. I feel most of my challenges is because I might not have read the theories too well, the reason for using a particular code is very much necessary and I think that is one challenge I face, which is to some extend my fault. I feel it is very important to know R code and their usage rather than just see it as a software for running a bunch of codes through memorizing.","R can be wonderful, easy to analyze and plot data. A huge data can be analyzed in a minute. Randomization can be done and if we understand how to read the result, it makes life simple. Moreover, R is free and can be shared with people through the use of the working directory where people can work on it.",,5,3,3,2,3,2,3,1,1,4,4,1,1,4,3,3,3,3,3,3,2,3,3,4,4,4,3,,4,4,4,4,3,2,4,2,1,1,1,2,1,4,5,4,4,4,4,4,4,4,3,3,2,3,3,4,3,5,5,4,32,2,4,2,Wildlife Ecology and Conservation,7,2,2,2,2,1,2
2024-04-09 08:20:35,2024-04-09 08:48:00,0,128.227.1.37,100,1644,1,2024-04-09 08:48:01,R_5aVjeUAi798zEVb,,,,,29.6138,-82.386,anonymous,EN,1,8aa8de92,4,ALS6502C - Linear Models Ag Nat Resc,,,2,,2,3,"If asked to provide a graph, I would use R-studio. I still require additional help from my peers and PI, but using R-studio is somewhat easier for me to use instead of the graph/chart generators in Excel or PowerPoint. ","Currently, I haven't had a lot of time to focus on my course work. My current class using R programing is very beneficial/structured, but I do not feel I have had enough time to dedicate towards understanding some of the concepts. ","I think once someone gets familiar with R, or other programming languages, they are able to do things faster (e.g., call in data from various sources, find specific data points, etc.) than they were before. I have observed some of my more code-experienced peers do some really complex analysis/data organization through R-studio.",2,5,4,5,3,4,1,3,1,1,2,3,1,1,2,2,2,1,1,1,1,3,1,1,3,3,3,2,2,2,2,4,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,4,3,3,3,3,2,3,2,5,3,25,2,6,1,Entomology,7,2,2,1,1,3,2
2024-04-10 13:04:42,2024-04-10 13:11:30,0,184.185.222.8,100,407,1,2024-04-10 13:11:30,R_73peVZh4La5o6Ft,,,,,29.6467,-82.3284,anonymous,EN,1,b004b996,4,none,,,1,,2,2,"I would log in the data and use the plot function. ","It is memorization heavy. ","It is easier to build graphs or store data. ",1,3,3,3,2,3,1,3,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,3,3,3,3,2,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,2,2,2,3,3,3,3,2,1,20,1,1,2,Wildlife Ecology,3,1,2,2,2,1,1
2024-04-10 13:04:12,2024-04-10 13:11:47,0,107.122.105.113,100,455,1,2024-04-10 13:11:48,R_75sID0OkdTXb0Bq,,,,,26.1792,-80.1749,anonymous,EN,1,03729e35,1,,,,2,,1,3,I would probably use ggplot in R,"The way R is taught in a lot of other classes, you’re given code to use, but it’s never fully explained. That’s been my biggest challenge in learning R, but this class helped a lot by starting with the basics",I feel like learning R in undergrad will help give me a leg up when I’m applying to graduate school. I also was able to get a job for post grad because I have experience working with coding,4,5,4,3,3,3,2,3,1,1,3,3,2,1,3,2,2,1,1,2,1,3,2,1,4,3,4,3,3,3,3,4,3,2,3,3,3,2,1,1,3,3,3,3,3,3,2,2,3,3,2,2,3,5,3,3,3,3,4,4,4,21,2,1,2,Zoology,4,2,2,1,1,2,
2024-04-10 13:03:57,2024-04-10 13:12:14,0,128.227.1.37,100,496,1,2024-04-10 13:12:14,R_3eW8VNnsLW6HeJX,,,,,29.6138,-82.386,anonymous,EN,1,e51ef7ce,1,,,,2,,1,1,"Create a vector of values, plot values using the best graph format for the data, use labels and heading for the axes","Mainly lack of motivation; I don't necessarily find myself uninterested in the material (I actually think it's pretty cool), I am just not the biggest fan of math generally and I found that bleeding into my participation/motivation a lot.",Better organization for projects needing code and more job opportunities; furthering education,1,5,3,4,2,3,1,4,1,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,2,3,5,3,5,5,3,5,5,3,5,3,4,4,3,5,5,3,5,3,4,4,4,2,4,4,3,3,4,2,2,3,4,1,21,2,1,2,Wildlife Ecology and Conservation,3,1,2,1,2,1,1
2024-04-10 13:03:41,2024-04-10 13:12:25,0,128.227.1.39,100,524,1,2024-04-10 13:12:25,R_7mlPrSGp8kidN95,,,,,29.6138,-82.386,anonymous,EN,1,69375565,1,,,,2,,1,2,"I would organize the data properly , then determine which kind of graph is most appropriate, then i would use that graphing function on the data, and specify any  titles, colors, labels that i want. ",Being stressed about other classes definitely got in the way of me having the time to really sit down and properly learn some of the concepts.,"They are definitely useful tools for carrying out very specific tasks. ",1,4,4,3,2,3,1,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,1,2,3,3,3,3,3,3,3,3,2,3,2,2,2,3,2,3,4,2,3,23,5,6,2,NRC,3,1,,,,1,2
2024-04-10 13:03:34,2024-04-10 13:12:26,0,128.227.1.33,100,532,1,2024-04-10 13:12:26,R_2ZSuaQNPPfyTGgN,,,,,29.6138,-82.386,anonymous,EN,1,91165484,1,,,,1,,1,1,I would use one of the plot functions in R and change the necessary parameters for how I would like to present the data.,"Nothing really, other than just how much information there is out there. It can be hard to reduce this down to what is necessary for what I want to do since there is so much.",Programming is immensely important because computers can do things that the human brain cannot. This is important for things like processing large amounts of data or doing multiple tasks at once.,4,5,3,3,1,2,2,3,2,1,4,3,4,1,3,2,3,2,3,1,3,4,3,1,5,5,5,5,5,5,5,5,5,1,3,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,4,5,5,5,4,3,3,5,5,5,5,28,1,1,2,Biology,4,2,1,2,2,1,1
2024-04-10 13:04:26,2024-04-10 13:14:04,0,128.227.1.39,100,578,1,2024-04-10 13:14:05,R_2OE9s8nyG0uWyv4,,,,,29.6138,-82.386,anonymous,EN,1,83352107,1,,,,2,,2,2,"Make sure that you have all of the correct data stored for the graph needed (vector, data frame, etc.) then use whichever graph function correlated to the type of graph you need (histogram, boxplot, etc.). Then use main, xlab, ylab to label your graph. Then make sure to use figure captions for the graph. ","I am not very good with technology, and I sometimes had trouble seeing where I went wrong in my code. ","It helps in the future when applying for jobs if you know a computer programming language. It helps in research which is a big part of the wildlife field. ",2,5,4,3,2,3,1,3,1,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,4,4,3,2,3,2,2,2,2,1,3,3,4,4,4,3,3,4,4,3,3,3,3,2,3,3,3,4,4,3,19,2,1,2,WEC,2,2,2,2,2,1,2
2024-04-10 13:03:47,2024-04-10 13:14:05,0,128.227.14.146,100,618,1,2024-04-10 13:14:06,R_59unD0LAH6gHbYp,,,,,29.6138,-82.386,anonymous,EN,1,eab4aff7,1,,,,1,,2,3,"If I were asked to produce a graph using R, I would utilize base R (however, I think it would be beneficial if we used ggplot as it is more often used). Based on the type of graph needed, I would call the function (barplot, hist, etc.). I would then either put in the arguments for the data (x,y variables) and add axis labels and a graph title. Once I edit the graph to my liking (i.e. adding abline, adding legends, etc.), I would save the graph as a file and then export it to my computer.","Some challenges I foresee are getting into the nitty gritty of the statistical side of R as well as data cleaning. I hope to continue learning the quantitative side of R, so that I can better navigate research questions in the future. I also foresee a challenge of 'the use it or lose it' prerogative; I imagine if fail to use R after this semester for an extended period of time, I may struggle to restart. ","Some clear benefits include the data visualization, statistical tools, and overall efficiency within the programming. ",4,5,4,2,2,2,2,3,1,2,4,3,1,2,3,2,2,1,1,2,2,3,1,1,5,3,4,3,3,4,3,5,3,2,2,3,2,1,1,1,3,2,3,5,3,3,3,3,4,3,4,5,3,3,3,3,3,4,4,5,5,22,2,1,2,Marine Sciences,4,2,2,2,2,1,1
2024-04-10 13:03:51,2024-04-10 13:14:48,0,128.227.1.34,100,657,1,2024-04-10 13:14:49,R_571lPzwWzzAdRIc,,,,,29.6138,-82.386,anonymous,EN,1,0b417575,"1,3",,,,2,,1,2,"In Rstudio, I would:
-import the required data using read.table or read.csv depending on the file type
-define the parameters I desire as a dataset using data=somedata$example etc.
-use plot(data)",Time. There is so much to learn it feels like we only scratched the surface in this course,"R is a useful tool for data analyzation. I hope it will be used in my future career ",1,4,2,2,1,2,1,2,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,5,3,5,3,4,4,3,4,3,3,3,4,2,1,1,1,2,3,3,4,3,3,3,3,3,3,4,5,3,3,4,3,3,1,2,4,2,28,1,1,2,Wildlife Ecology and Conservation,4,1,,1,,2,
2024-04-10 13:04:00,2024-04-10 13:14:51,0,128.227.37.254,100,651,1,2024-04-10 13:14:51,R_3V7x1PnG1Chv3KW,,,,,29.6138,-82.386,anonymous,EN,1,14dbf9be,"1,3",,,,2,,1,2,"I would use the ggplot2 package in R and the normal function for whatever graph desired (hist, barplot, etc.) with the variables (x,y), and labels for the main title, x-axis, and y-axis, and whatever desired colors. ",I'm not very tech-savy,"More job opportunities involving R
More possibilities for research and data analysis being able to use R",4,5,3,2,1,2,2,3,1,1,4,3,1,1,1,1,2,1,1,2,1,1,2,1,4,4,4,4,4,4,4,4,4,2,2,4,2,1,1,1,1,1,3,4,3,3,3,3,3,3,3,5,2,4,2,3,4,2,4,5,4,20,2,1,2,Wildlife Ecology and Conservation,3,2,2,2,2,2,
2024-04-10 13:04:37,2024-04-10 13:15:19,0,128.227.1.36,100,642,1,2024-04-10 13:15:20,R_3cjOxARLSIWnmIp,,,,,29.6138,-82.386,anonymous,EN,1,bee230f3,"1,2",,,,2,,3,2,"Open R through the desktop application, upload the data (likely using read.csv), ensure the data looks correct using head() or another similar function, and use a graphing function like hist or plot to produce a graph with specifications to my liking (labels, colors, keys, etc).","When trying to troubleshoot or learn more information online, a lot of public forums or tutorials on R don't feel like they're aimed at beginners and require a lot of background knowledge about the program that I don't have. It can be difficult to get information outside of the classroom setting.","R is a good tool for analyzing data and is also used by a lot of agencies. Knowing how to use R (or similar programming languages) would help me be able to conduct research, work with data, and has the bonus of serving as a great bullet point on a CV.",3,5,3,4,1,2,2,3,1,1,4,4,1,1,4,3,4,1,2,3,1,3,2,1,5,4,5,4,4,4,2,4,4,2,4,3,3,2,3,3,2,2,4,4,4,4,5,4,3,4,4,1,2,2,3,3,3,3,4,5,5,20,3,1,2,Wildlife Ecology and Conservation,4,2,2,1,1,1,1
2024-04-10 13:05:12,2024-04-10 13:15:37,0,128.227.1.40,100,625,1,2024-04-10 13:15:38,R_7f66WPSyTQxBbd7,,,,,29.6138,-82.386,anonymous,EN,1,c5119a87,"1,2",,,,2,,2,2,"Depends on the type of data I was working with, usually the stuff I'm given both at my work and in class would be stuff that I could likely sort out in excel and produce decent graphs in the powerpoint. If I knew a bit more about transferring data that I personally collect into R, then I would likely be more comfortable making graphs there. ",I still don't feel its as intuitive as I want it to be and there are a lot of commands to keep track of for coding exactly how I want to. There are many times where I feel like I perfectly understand what the questions asked of me are and I get the subject but I can't translate those thoughts to R,"Definitely speeding up the processing of data and getting more meaningful results out of it once I become proficient enough at it. ",1,4,2,4,1,3,3,4,1,1,5,4,1,1,3,4,3,2,1,3,3,4,3,2,3,5,5,4,3,4,4,5,3,2,3,5,3,3,4,4,3,3,4,5,4,3,5,5,4,4,5,3,4,3,4,2,4,4,4,5,5,22,1,1,1,Wildlife Ecology & Conservation,4,2,2,1,1,3,2
2024-04-10 13:03:50,2024-04-10 13:15:45,0,128.227.1.41,100,715,1,2024-04-10 13:15:46,R_6vHYVwYH9zK77CF,,,,,29.6138,-82.386,anonymous,EN,1,4f500035,1,,,,2,,2,2,"After creating a data frame or vector of my data in R, I would use functions such as plot(), hist(), scatter(), etc. to create my graph, depending on what type of graph I am trying to produce. ","The most challenging part is not having ample resources that I understand. Having the lectures from this course and a professor or TA to ask questions are both very valuable resources. Without them, figuring out code would be much harder in some instances. ","R is a great language to organize, analyze, and visually display data. If I ever conduct any research of my own, I would definitely choose R over other data analysis tools such as excel. ",1,5,3,3,1,2,1,4,1,1,4,4,1,2,1,1,1,1,1,1,1,,1,1,5,4,4,4,4,4,4,5,4,4,3,3,3,2,3,3,3,3,3,4,3,3,3,4,4,4,2,4,3,2,4,3,4,3,4,5,4,21,2,1,2,Marine Science,3,2,2,2,1,1,1
2024-04-10 13:05:01,2024-04-10 13:16:53,0,128.227.5.234,100,711,1,2024-04-10 13:16:53,R_7Jg9bWLGy9SjXuF,,,,,29.684,-82.3571,anonymous,EN,1,66c48d9a,1,,,,2,,2,3,"I would evaluate what kind of data I have and what kind of question I'm investigating in order to decide which graph I want to use. I'd probably use R studio as my programming language, and I'd use several colors or patterns to help the graph become visually appealing. ","Understanding how to format different functions, when the best time for using different functions, and how to use the function to its fullest extent. ","Calculations, simplification, and visualization of data. It's just a big stats calculator that helps scientists analyze their data. ",1,4,5,5,3,4,1,3,1,1,3,3,1,1,3,3,2,1,1,1,1,1,1,1,3,3,3,3,3,2,2,4,3,2,3,3,2,2,1,1,1,1,3,3,2,2,1,3,2,2,3,2,2,3,2,3,4,2,3,5,3,21,3,"1,4",2,Wildlife Ecology and Conservation,3,2,2,2,1,3,2
2024-04-10 13:10:40,2024-04-10 13:17:05,0,184.185.222.8,100,384,1,2024-04-10 13:17:05,R_7MMwN8miTt5C6Od,,,,,29.6467,-82.3284,anonymous,EN,1,133752,1,,,,1,,1,2,,,,3,5,3,2,2,2,1,3,1,1,4,3,3,1,1,1,1,1,1,1,1,1,1,1,5,5,4,4,4,5,3,4,3,3,2,1,1,1,1,1,1,3,4,3,3,3,4,4,3,4,4,5,5,4,4,3,5,,,4,4,21,1,1,2,Wildlife Ecology & Conservation,3,1,2,2,2,1,1
2024-04-10 13:07:08,2024-04-10 13:19:27,0,128.227.1.38,100,739,1,2024-04-10 13:19:28,R_5Fgr5aeaA8z050Z,,,,,29.6138,-82.386,anonymous,EN,1,5432ef61,1,,,,1,,1,1,"If asked to produce a graph for a lab report, I would most likely use R or Microsoft excel, depending on the format of the data. I feel comfortable uploading data to R, and then turning it into a presentable graph with labeled axes, title, legend, and any other component necessary.","I feel like it is sometimes hard to figure out the best way to organize my R code, but as long as I keep my mind to it and use resources available like lectures, cheat sheets, and the internet I will be able to figure things out.","I see major benefits when it comes to applying for internships and jobs, as well as for my professional career when I will be doing data analysis. Learning R has been worth the time and effort in this class.",1,4,4,3,2,2,2,3,1,1,3,4,1,1,2,2,2,1,1,2,1,2,1,1,4,3,4,2,3,4,4,4,3,2,3,4,2,2,2,1,3,2,4,4,3,3,4,2,3,4,3,4,4,3,3,4,4,3,5,5,3,22,1,1,1,Wildlife Ecology and Conservation,4,2,2,2,1,1,2
2024-04-11 11:51:02,2024-04-11 12:06:52,0,128.227.1.37,100,949,1,2024-04-11 12:06:52,R_1QSfKRNQck51qlm,,,,,29.6138,-82.386,anonymous,EN,1,f3cf9d00,3,,,,2,,1,2,"I would likely use R or Excel, but it depends on the dataset and the context of the presentation/report.",Maybe time available to practice,"R is a lot more streamlined than other computing software so it can speed up the data analysis aspect of research. Also, plugins like ggplot can make nicer-looking graphs for presentations.",1,4,2,1,1,1,1,4,2,1,4,4,2,1,1,1,1,1,1,1,1,1,1,1,5,5,4,3,4,4,4,5,5,1,4,4,4,2,2,3,3,2,4,5,5,4,4,5,4,3,3,4,3,4,4,3,3,2,4,3,3,21,2,1,2,Wildlife Ecology and Conservation,3,2,2,2,2,1,1
2024-04-11 12:00:59,2024-04-11 12:09:45,0,128.227.1.40,100,526,1,2024-04-11 12:09:45,R_7lQgiGGPh6g83Nu,,,,,29.6138,-82.386,anonymous,EN,1,683fd65d,3,,,,1,,2,3,"Before this class I definitely would have used excel to generate graphs. However, due to the greater quality as well as control, all of which I have learned in class, I would now us R, specifically ggplot, to generate these graphs. The exact process that I would use would be dependent on the context of the graph that I would be making.   ","None. ","Greater ability to be prepared for the workforce as well as candidate for hire. I have a greater understanding of statistics as well. ",1,5,3,3,2,2,1,3,2,3,3,3,2,3,1,1,1,1,1,1,1,1,1,1,3,3,3,1,3,3,3,3,3,1,3,4,3,4,3,2,3,2,4,4,4,4,4,4,3,3,3,4,2,5,3,3,4,2,3,4,3,22,1,1,2,"Natural Resource Conservation ",4,2,2,2,2,1,1
2024-04-11 11:59:42,2024-04-11 12:10:21,0,128.227.1.36,100,639,1,2024-04-11 12:10:22,R_6rBCPF0SZa5v6Ij,,,,,29.6138,-82.386,anonymous,EN,1,5d3d9aa0,3,,,,2,,2,2,"If given the choice, I would produce a graph in Excel for a lab report or presentation. I would have the data in the excel sheet and using the graphing functions on Excel to produce a graph by highlighting the data I want displayed. I would then change the way the graph looks using the editing tools.",I don't face significant challenges in learning R. I may be able to learn it better if I took another course on it just for more experience.,R simplifies some statistical analysis and can make nice figures. I am more confident in Excel but can see that learning R is a beneficial skill for me. It will make me more hire-able and competent in the field.,2,3,4,3,2,2,2,4,1,1,3,4,1,1,5,2,3,1,1,2,2,3,4,1,5,3,4,1,3,2,4,5,5,1,5,5,5,3,3,2,3,5,5,5,5,4,5,4,4,5,4,5,2,2,3,3,4,1,2,5,3,21,2,1,2,Wildlife Ecology and Conservation,3,2,2,2,2,1,1
2024-04-11 11:51:24,2024-04-11 12:11:01,0,128.227.1.41,100,1177,1,2024-04-11 12:11:01,R_3DUpGnrCnM6kSXd,,,,,29.6138,-82.386,anonymous,EN,1,c162606b,"3,4",WIS3553C,,,2,,2,2,,"I think the fast paced environment of a university level class makes it hard to retain the information for when it is needed. Since we're learning so much code in little time, it is sometimes hard to remember how to code what's needed, but I am able to remember the process.",I want to keep pursuing research. Knowing how to use R ensures a competitive edge against other applicants and ensures independence in my own future projects.,2,4,3,3,3,2,2,4,1,1,3,4,1,1,4,2,2,1,1,5,2,1,3,3,5,3,5,3,2,4,4,5,4,3,2,3,2,2,4,4,1,4,4,5,5,4,5,5,3,4,4,3,5,4,3,4,5,4,5,5,5,21,2,1,1,wildlife ecology and conservation,3,2,2,1,1,2,
2024-04-11 12:05:28,2024-04-11 12:14:40,0,128.227.1.38,100,552,1,2024-04-11 12:14:41,R_2Ol7xldeeSYWv1n,,,,,29.6138,-82.386,anonymous,EN,1,d7b08ae3,3,,,,2,,2,3,"Typically I use Excel to produce graphs because I like being able to customize them without coding for it. This has worked in the past for me for simple graphs such as bar plots, scatterplots, etc. However, if it were a more complicated graph or one that involved more variables than I know how to input in Excel, I'd likely use RStudio on Posit Cloud. ","Lack of exposure. Outside of class and some of my research, I don't use it frequently, so it fades away.","I see the benefit in reducing human error through hand calculations or calculations in a spreadsheet program where a person could forget to highlight certain cells or make other mistakes. It's also much quicker because you can automate certain tasks and create formulas so you're not retyping the same thing many times. ",2,4,5,5,3,3,2,3,1,1,3,3,1,1,1,1,2,1,1,3,1,1,2,1,4,4,3,1,3,3,2,4,3,1,3,2,1,2,1,1,1,2,3,4,3,4,4,4,3,3,4,4,2,2,2,3,3,3,5,4,4,21,2,1,2,Natural Resource Conservation,4,2,2,2,2,2,
2024-04-11 12:00:24,2024-04-11 12:16:57,0,128.227.1.33,100,992,1,2024-04-11 12:16:57,R_2xHAeFsrQg2oZfb,,,,,29.6138,-82.386,anonymous,EN,1,3d22f136,3,,,,2,,2,2,"Typically, I would make a graph in Excel, since the program easily allows for one to construct a graph from a table. However, since I have been using R, I've found that it is also helpful for constructing graphs, which are typically done using a function that pulls data from a table. ","I do not feel that there are many major challenges for me in learning R, I would say there may be certain knowledge gaps since I am still in the process of really learning how to use the program for statistical purposes.","One benefit from using R is that it may help me in future careers, especially those related to studying wildlife populations, since R is an excellent tool for modeling wildlife populations and running statistical tests on those populations.  ",3,4,3,3,2,2,2,3,1,1,3,3,1,1,2,2,2,1,1,2,2,3,2,1,4,3,4,1,3,4,3,4,3,1,3,2,2,1,1,1,2,2,4,3,3,3,3,3,3,3,4,4,4,4,3,3,4,1,3,4,3,22,1,1,2,Wildlife Ecology and Conservation,4,1,,,,1,1
